"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          54,      -1.565023923,      -1.898558553,      -2.163061446,      -1.850458626,      -2.808193958,       3.748872794
          0,           0,          55,      -1.472910475,      -1.904028176,      -2.287844515,       -2.07112117,      -3.033418007,       3.895013238
          0,           0,          56,      -1.456591233,      -1.665508179,      -2.281203664,      -1.664748419,      -2.849844964,       3.536068909
          0,           0,          57,      -1.368571276,      -1.935916169,      -2.127780096,      -1.989266026,      -2.946741354,       3.280840408
          0,           0,          58,      -1.559221397,      -1.989791625,       -2.38667474,      -1.917796164,      -2.783485019,       3.685031278
          0,           0,          59,      -1.515363847,      -2.196189499,      -2.394693675,      -1.987806097,       -2.71462199,       3.679553413
          0,           0,          60,      -1.486171638,      -2.005751096,      -2.283805082,      -1.937787101,       -2.76479332,       3.506917795
          0,           0,          61,      -1.508641574,      -2.203611209,       -2.22740391,      -2.056238317,      -2.693142966,       3.974249657
          0,           0,          62,      -1.496322439,      -2.347879943,      -2.355542101,      -1.919462304,      -2.605871761,       3.296889051
          0,           0,          63,       -1.54490908,      -2.169528903,      -2.334397369,      -2.140135691,       -2.58296037,       3.552013975
          0,           0,          64,      -1.512551674,      -2.175221467,      -2.343004769,      -2.026762647,      -2.690112356,       3.515661523
          0,           0,          65,      -1.537472299,      -2.011206473,       -2.30959345,       -2.01502207,       -2.62497308,       3.638385379
          0,           0,          66,      -1.530261762,      -2.144579497,      -2.366955557,      -2.168005401,      -2.495572107,       3.521582573
          0,           0,          67,      -1.608883152,      -1.806568083,      -2.474370779,      -2.250078813,      -2.384368585,       3.830915247
          0,           0,          68,      -1.490354603,      -2.027559677,      -2.464894498,      -1.937303992,      -2.560278365,       3.632732231
          0,           0,          69,      -1.650873417,      -1.649102135,      -2.450327071,       -1.98587541,      -2.495788328,       3.535111715
          0,           0,          70,      -1.496440267,       -1.91912475,      -2.318183051,       -2.10571432,      -2.487445765,       3.635432642
          0,           0,          71,      -1.748361732,      -1.494702876,      -2.310180622,      -1.861499739,      -2.154625922,       3.585477683
          0,           0,          72,      -1.531052889,      -1.891209854,      -2.260619725,        -2.0159195,      -2.562403767,       3.641285482
          0,           0,          73,      -1.765808951,      -1.458959597,      -2.251483452,      -1.746270211,      -2.266264361,       3.448274767
          0,           0,          74,      -1.533160863,      -1.814938766,      -2.220362347,      -2.027983529,      -2.464890744,       3.320072792
          0,           0,          75,      -1.826542454,      -1.645316846,      -2.296416219,      -1.815173329,      -2.113767281,       3.219379568
          0,           0,          76,      -1.578406038,      -2.132586099,      -2.423644185,      -2.167470926,       -2.43465281,       3.675045925
          0,           0,          77,      -1.687839154,      -2.150401547,      -2.651074579,      -2.110599045,      -2.317198868,       3.328324179
          0,           0,          78,      -1.593105575,      -2.246460787,      -2.649323833,      -2.434935441,      -2.453565082,       3.208835579
          0,           0,          79,      -1.634161846,      -2.317215435,      -2.586992393,      -2.421055977,       -2.21045429,       3.582807578
          0,           0,          80,      -1.593509311,      -2.245519221,      -2.529597758,      -2.180759082,      -2.198178255,       3.422891139
          0,           0,          81,      -1.609037624,      -2.497018698,      -2.673022385,      -2.649756422,      -2.228780702,       3.194911834
          0,           0,          82,      -1.600667174,       -2.54607519,      -2.607362414,      -2.666100732,      -2.216472947,       3.181250026
          0,           0,          83,      -1.632999545,      -2.268153088,      -2.746244009,      -2.526601462,      -2.159999148,       3.518651863
          0,           0,          84,      -1.618932844,      -2.096134217,      -2.577200901,      -2.152800661,      -2.045257633,       3.326065036
          0,           0,          85,      -1.673299124,      -2.338424428,      -2.716512103,      -2.648373754,      -1.975349403,       3.417645943
          0,           0,          86,      -1.653342509,       -2.42905217,      -2.520512068,      -2.487675822,      -1.974081489,       3.226190339
          0,           0,          87,      -1.670405902,      -2.277455703,      -2.586558907,      -2.494526369,      -1.945993812,       3.600474658
          0,           0,          88,       -1.62618727,      -2.408533382,      -2.813426295,      -2.211343166,       -1.81941031,       3.430952097
          0,           0,          89,      -1.693210326,       -2.15283817,      -2.825961423,      -2.438954056,       -1.92420307,       3.457582395
          0,           0,          90,      -1.698884436,      -2.276287233,      -2.546769817,      -2.583954729,      -1.788197118,        3.40388153
          0,           0,          91,      -1.690448314,      -2.169408667,      -2.577989379,      -2.634817539,      -2.023682862,       3.508987756
          0,           0,          92,      -1.734052984,      -2.278430705,      -2.668554861,      -2.310660858,      -1.921708605,       3.359398344
          0,           0,          93,       -1.75900398,      -2.314090335,      -2.750258939,       -2.72293172,      -1.768715882,       3.192036757
          0,           0,          94,      -1.754218113,      -2.381798742,      -2.705038518,      -2.465360867,      -1.772241494,       3.287970976
          0,           0,          95,      -1.735027722,      -2.291981994,      -2.739738387,       -2.60469415,      -1.978412158,       3.382780176
          0,           0,          96,      -1.693261561,      -2.393046555,      -2.744400877,      -2.354667042,      -1.764090594,       3.515061128
          0,           0,          97,       -1.78774546,      -2.440360913,      -2.636161166,      -2.489462532,      -1.516888171,       3.182302567
          0,           0,          98,       -1.80692831,      -2.431446612,       -2.74598997,      -2.404574535,      -1.978071027,         3.2637691
          0,           0,          99,      -1.835722692,      -2.531402899,      -2.808359902,      -2.499378616,      -2.042680164,       3.315165742
          0,           0,         100,      -1.847526765,      -2.584046333,      -2.797312205,      -2.565835833,      -1.875801763,       3.220275974
          0,           0,         101,       -1.90234256,      -2.593336756,      -2.871673983,      -2.496336538,      -1.599544282,        3.23881551
          0,           0,         102,      -1.872061207,      -2.618702742,      -3.061826657,      -2.521871783,      -1.860007336,       3.313847406
          0,           0,         103,      -1.840743126,      -2.629326263,      -2.742458254,      -2.705024281,      -1.888721424,       3.194611052
          0,           0,         104,       -1.89893507,       -2.80341992,       -2.75055788,        -2.5994478,       -1.66780026,       3.374781887
          0,           0,         105,      -1.922849538,      -2.756648269,      -2.945682437,      -2.541431089,      -1.602187897,       3.282067249
          0,           0,         106,      -1.885800069,      -2.812148876,      -3.157854019,      -2.843930663,      -1.669053997,       3.331867045
          0,           0,         107,      -1.955824056,      -2.633667177,      -2.815918599,      -2.626578419,      -1.815878162,       3.225378657
          0,           0,         108,      -1.957990246,      -2.815205158,      -2.829058288,      -2.681411522,      -1.651186369,       3.371439699
          0,           0,         109,      -2.025450534,      -2.801973896,      -2.851985549,      -2.588038768,      -1.514822623,       3.302401549
          0,           0,         110,      -2.016198721,      -2.660468972,      -3.072163932,      -2.851852111,      -1.563494316,       3.226603624
          0,           0,         111,      -2.079868388,      -2.573619061,      -2.842808537,       -2.62295845,      -1.763097347,        3.24998476
          0,           0,         112,      -2.072149298,      -2.785460382,      -2.879948516,      -2.718414007,      -1.611825702,       3.218299772
          0,           0,         113,      -2.132760334,      -2.911407874,      -2.887673249,       -2.74132238,      -1.524783111,       3.261113982
          0,           0,         114,      -2.149364333,      -2.803447744,      -2.949997116,      -2.714950264,       -1.56327522,       3.225292396
          0,           0,         115,      -2.219635152,      -2.638356039,      -2.795706699,      -2.568493202,      -1.973053278,       3.339444324
          0,           0,         116,      -2.258201788,      -2.828423399,      -3.018761582,      -2.798786122,      -1.732608614,       3.344995146
          0,           0,         117,      -2.308164983,      -2.697895396,      -2.824364856,       -2.73622869,       -1.61295465,       3.399460216
          0,           0,         118,      -2.330077033,      -2.742631632,      -2.943843053,      -2.741295163,      -1.506011632,       3.397721764
          0,           0,         119,      -2.381343304,       -2.70559744,      -2.792218118,      -2.649944899,      -1.703781118,       3.464421928
          0,           0,         120,      -2.413128105,      -2.914520739,      -3.013650108,      -2.708590124,      -1.603168202,       3.504759202
          0,           0,         121,      -2.465982664,      -3.033550723,      -3.062306412,       -2.75538846,       -1.62691097,       3.549593777
          0,           0,         122,      -2.478363921,      -2.456734844,      -2.982441227,      -2.653844993,      -1.526423509,        3.54305433
          0,           0,         123,      -2.549190861,      -2.704128337,      -2.767799695,       -2.61114414,       -1.69218058,       3.644996456
          0,           0,         124,      -2.581999337,      -2.432370003,      -2.790311072,      -2.607496021,      -1.585580824,       3.652044253
          0,           0,         125,      -2.650631434,      -2.716683088,      -2.693453175,      -2.382887086,      -1.661019332,       3.693822661
          0,           0,         126,      -2.723384618,      -2.482765181,      -2.929256511,      -2.531380106,      -1.538546066,       3.677202981
          0,           0,         127,      -2.708900879,      -1.783677443,      -2.189975461,      -2.224441074,      -1.573366579,       3.797490416
          0,           0,         128,      -2.677197102,      -1.863355765,      -2.173008253,      -2.130353762,      -1.586708791,       3.816119658
          0,           0,         129,      -2.594060335,      -1.932910425,      -2.372514782,      -2.090398887,      -1.600560499,       3.863626764
          0,           0,         130,      -2.718005208,      -2.246477939,      -2.141299778,      -2.262656346,      -1.530392122,       3.876676343
          0,           0,         131,      -2.636195922,      -1.802132158,      -2.312676068,      -2.376866779,      -1.406110544,        3.87589174
          0,           0,         132,      -2.605200707,      -1.816656362,      -2.514745274,      -2.084876526,      -1.410617937,       3.908313597
          0,           0,         133,      -2.704835979,      -1.806147858,      -2.384720293,       -1.99133555,      -1.310721885,       3.884100939
          0,           0,         134,      -2.721555811,      -2.083675861,      -2.397135566,      -2.222884664,      -1.330435452,       3.860325765
          0,           0,         135,      -2.725669756,      -2.510478318,      -2.613607423,      -2.637285385,      -1.334168458,       3.881330666
          0,           0,         136,      -2.715275776,      -2.721079815,      -2.949629825,      -2.892357283,      -1.242603863,       3.826439119
          0,           0,         137,      -2.708858774,      -2.182762271,      -2.811088145,      -2.353737396,      -1.312792921,       3.837597794
          0,           0,         138,      -2.692921691,      -2.046836578,      -2.630312563,      -2.184251138,      -1.269540728,        3.88714801
          0,           0,         139,      -2.628751738,      -1.821848095,      -2.202428967,      -2.085261419,      -1.222388464,        3.87033613
          0,           0,         140,        -2.6496142,      -1.827210946,      -2.241731093,      -1.984174725,      -1.260004374,       3.861212881
          0,           0,         141,      -2.784247925,      -2.822564419,      -2.403003268,      -2.557067972,        -1.2838814,       3.966509425
          0,           0,         142,      -2.791568261,       -2.46814917,      -2.516049595,      -2.557657024,      -1.066286698,       3.947717607
          0,           0,         143,      -2.803056726,        -2.3346404,      -2.951534509,      -2.511991226,      -1.083133973,       3.940860457
          0,           0,         144,      -2.773053951,      -2.157992844,      -2.885801533,      -2.262731723,      -1.098564061,       3.880729567
          0,           0,         145,      -2.742350716,      -1.929315537,      -2.661632457,      -2.174380928,      -1.247829352,       3.902199833
          0,           0,         146,      -2.780468452,      -2.289944049,      -2.901484253,      -2.530464798,      -1.175831264,        3.84075798
          0,           0,         147,      -2.846956658,      -2.456471684,      -2.771173374,      -2.823017527,      -1.271019235,       3.894977667
          0,           0,         148,      -2.821152079,      -2.443253418,      -2.940248766,      -2.502359385,      -1.175562198,       3.819751423
          0,           0,         149,      -2.727444901,      -2.383233785,      -2.857934055,      -2.252993254,      -1.295406367,       3.900150707
          0,           0,         150,      -2.798913504,      -2.801818979,      -2.990056484,      -2.796894475,      -1.191076663,       3.871718287
          0,           0,         151,      -2.823373293,      -2.606100947,      -2.836369355,      -2.930479234,      -1.210419822,       3.930262151
          0,           0,         152,       -2.78235733,      -2.022830695,      -2.396975058,      -2.231811103,      -1.132023412,       3.887437985
          0,           0,         153,      -2.737735447,      -1.967292604,      -2.412789568,      -2.155794958,      -1.247983174,       3.946343057
          0,           0,         154,      -2.752268362,      -1.961418497,      -2.681314555,       -2.20699736,       -1.09358952,       3.889306406
          0,           0,         155,      -2.773266937,      -2.195579417,      -3.129514707,       -2.53664751,      -1.233749848,       3.871452073
          0,           0,         156,      -2.800637579,      -2.278627657,      -2.765018613,      -2.592306729,      -1.269647343,        3.91374093
          0,           0,         157,      -2.785851935,      -2.375209014,      -2.715647593,      -2.662050378,      -1.145241521,       3.881054451
          0,           0,         158,      -2.742774561,      -1.963913473,      -2.303674344,      -2.278614864,       -1.19722889,       3.966044208
          0,           0,         159,      -2.711576601,      -1.911741908,      -2.343071224,      -2.097847005,      -1.060567891,       3.950582874
          0,           0,         160,       -2.77058674,      -2.275814783,      -2.937616152,      -2.441635066,      -1.105267973,       4.024567132
          0,           0,         161,      -2.774300225,      -2.315777273,      -2.715077196,      -2.729582384,     -0.9758548346,        3.92662613
          0,           0,         162,       -2.77176421,      -2.247499235,      -2.780133033,      -2.471633271,      -1.122365934,       4.017709949
          0,           0,         163,      -2.741431855,      -1.957740801,        -2.4723372,      -2.220468849,     -0.9753615399,       3.948489437
          0,           0,         164,      -2.779883745,      -2.135026704,      -2.453631617,      -2.314631862,      -1.081735186,       4.018955974
          0,           0,         165,      -2.796816042,      -2.266986014,      -2.561311551,      -2.562754467,     -0.9640937413,       3.947860462
          0,           0,         166,      -2.811540652,      -2.253207957,      -2.540440435,      -2.483843416,      -1.076161849,       4.043221999
          0,           0,         167,      -2.811372983,      -2.047719417,      -2.508926049,      -2.270790374,     -0.9164748616,       3.965487068
          0,           0,         168,      -2.787448498,      -2.031836396,      -2.487933394,      -2.184578596,      -1.042651575,        4.00166129
          0,           0,         169,      -2.830451929,      -2.226770145,      -2.392017888,      -2.323102624,     -0.9887000554,       3.974789295
          0,           0,         170,       -2.76639313,      -2.218892853,       -2.55613305,      -2.232504564,      -1.045429142,       3.931858472
          0,           0,         171,        -2.8302747,      -2.515021152,       -2.75566024,      -2.458169008,      -1.120783544,        4.06796968
          0,           0,         172,      -2.923545885,      -3.021573075,      -2.776391559,      -3.051488669,     -0.9020014064,       4.030065002
          0,           0,         173,      -2.860299659,      -2.090942815,      -2.337554212,      -2.298492979,      -0.943552761,       3.948616996
          0,           0,         174,      -2.799384948,      -1.985371616,      -2.386585775,      -2.127914076,      -1.083375529,       3.991327248
          0,           0,         175,      -2.766481002,      -1.994646295,      -2.696112456,      -2.214591636,      -1.022303042,       4.032333722
          0,           0,         176,      -2.802012313,      -2.197522036,       -2.65799329,      -2.388532859,      -0.965948602,       3.948887029
          0,           0,         177,      -2.814080415,      -2.337723925,      -2.819360884,      -2.686957174,      -1.101733819,       3.973034962
          0,           0,         178,      -2.837920787,      -2.298337744,      -2.802468439,      -2.594571801,      -1.047649152,       4.028864321
          0,           0,         179,      -2.851882105,      -2.068186903,       -2.73752977,       -2.27483269,     -0.9686968414,       3.985754553
          0,           0,         180,      -2.847318159,      -2.075504753,      -2.694455436,      -2.218134172,      -1.056765737,       3.977318208
          0,           0,         181,      -2.926782409,      -2.445692972,      -2.882027544,        -2.5504647,      -1.093064053,       4.045048673
          0,           0,         182,      -2.900575221,      -2.166144985,      -2.859593789,      -2.383175153,     -0.9971072364,       4.076931949
          0,           0,         183,      -2.890569548,      -2.154346303,      -3.135424029,      -2.319397813,     -0.9662873072,       3.981822223
          0,           0,         184,      -2.883511993,      -2.232551277,       -3.05805112,      -2.419471818,      -1.124833279,       4.011154918
          0,           0,         185,      -2.776447922,      -2.089590471,      -2.575188963,      -2.109687071,      -1.110737512,       4.069046922
          0,           0,         186,      -2.749528375,      -1.876562504,      -2.301471584,      -2.050759426,      -1.038457535,       4.123687421
          0,           0,         187,      -2.782056953,      -2.021593629,      -2.413895732,      -2.381507797,      -1.003448572,        4.09726045
          0,           0,         188,      -2.856470311,      -2.312186778,      -2.780458508,      -2.650203778,      -1.047992724,       4.058957501
          0,           0,         189,      -2.974547146,       -2.18744418,      -2.666615145,      -2.268949331,      -1.061167108,       4.067204562
          0,           0,         190,      -2.863327788,       -2.10148296,      -2.535802263,      -2.115407104,      -1.056810324,       4.100129703
          0,           0,         191,      -2.955179706,      -2.226923779,      -2.346200301,      -2.226918767,       -1.02184083,       4.103001984
          0,           0,         192,      -3.006876834,       -2.41509693,       -2.52851597,      -2.411427515,       -1.03402719,       4.049387232
          0,           0,         193,      -3.052239945,      -3.090606855,         -2.880387,      -2.825079532,      -1.112274066,       4.063382599
          0,           0,         194,      -3.038950075,      -2.845222653,      -2.819405075,      -2.860559248,      -1.118806726,       4.071370257
          0,           0,         195,      -2.914976821,      -1.959667083,      -2.185520603,      -2.300876129,      -1.121548685,       4.072141111
          0,           0,         196,      -2.880232477,      -2.026605436,      -2.268916099,      -2.329785271,      -1.134700146,       4.101384517
          0,           0,         197,      -2.994763582,       -2.38024664,      -2.684647132,      -2.701477027,      -1.074489204,       4.113606513
          0,           0,         198,      -2.986741138,      -1.994810112,      -2.687276597,      -2.165374755,      -1.071978799,       4.043071191
          0,           0,         199,      -3.019864033,      -2.091778443,      -3.071070866,      -2.230562028,      -1.192781898,       4.109307203
          0,           0,         200,      -3.104693028,      -2.384435557,      -2.776824294,      -2.611953792,       -1.10125489,       4.109127781
          0,           0,         201,      -2.964799734,       -2.00466524,      -2.615536048,      -2.333504943,      -1.088458379,       4.113666327
          0,           0,         202,       -2.91457576,      -2.136833956,       -2.31350942,      -2.340727937,       -1.09629788,       4.103037368
          0,           0,         203,      -2.942918988,      -2.568789925,       -2.48912377,      -2.738907691,      -1.120743095,       4.116786248
          0,           0,         204,      -2.933963943,      -2.405592399,      -2.645803431,      -2.548271639,      -1.108404931,       4.104115203
          0,           0,         205,      -2.955119934,      -2.482073373,      -2.770637283,      -2.852810804,      -1.117294892,       4.061762499
          0,           0,         206,      -2.964252728,      -2.149236747,      -2.509351477,      -2.309805083,      -1.191260198,       4.086294942
          0,           0,         207,      -2.890411462,      -2.060161231,      -2.497223468,      -2.095542439,      -1.165183994,       4.084599864
          0,           0,         208,      -2.943108256,      -1.976504723,      -2.642350489,       -2.09208029,      -1.184516653,       4.102674438
          0,           0,         209,      -3.010797178,      -2.199678743,      -2.703166667,      -2.314921584,       -1.13581753,       4.111071887
          0,           0,         210,      -3.098452849,      -2.243725116,      -2.671486665,      -2.574536641,      -1.130927293,       4.132376375
          0,           0,         211,       -2.99176455,       -1.95598751,      -2.622213601,      -2.169816448,      -1.104565973,       4.097068396
          0,           0,         212,      -2.943929198,      -1.952141154,      -2.380897231,      -2.152689026,      -1.125965644,       4.124871321
          0,           0,         213,      -2.908285207,      -1.892083608,      -2.150683945,      -2.068193344,      -1.107101637,       4.099006496
          0,           0,         214,      -2.830062341,      -1.908580087,       -2.18876427,      -2.008692656,       -1.14981339,        4.14028441
          0,           0,         215,      -2.928786005,      -2.339703581,       -2.73942358,      -2.726571582,      -1.095520635,        4.10010511
          0,           0,         216,        -2.9509568,      -2.189514453,      -3.024279215,       -2.43233236,        -1.1248639,       4.144057582
          0,           0,         217,      -2.935391555,      -2.209360101,      -2.774585708,      -2.504073335,      -1.080700068,       4.092251732
          0,           0,         218,      -2.883343535,      -2.216752395,      -2.719234618,      -2.615437441,      -1.156900546,       4.149234575
          0,           0,         219,      -2.871195452,      -1.924943615,      -2.588232071,      -2.208964649,      -1.080303315,       4.101200772
          0,           0,         220,      -2.847011463,      -1.951078894,      -2.424183746,      -2.201395784,      -1.127060717,        4.16317102
          0,           0,         221,      -2.882248581,      -1.984807972,      -2.599097887,      -2.167265572,      -1.052596311,       4.101506516
          0,           0,         222,      -2.945305823,       -2.03362559,       -2.62433232,       -2.30820837,      -1.149721383,       4.174581765
          0,           0,         223,      -2.948152784,      -2.146030106,      -2.564805646,      -2.370243777,      -1.043577808,       4.157830468
          0,           0,         224,      -2.892022719,      -1.887360745,      -2.723966199,      -2.094272326,      -1.052378511,       4.169376973
          0,           0,         225,      -2.885107179,      -1.882703176,      -2.474325086,      -2.054780294,      -1.041067213,       4.134419356
          0,           0,         226,      -2.960357674,      -2.009252054,       -2.71118172,      -2.223010063,      -1.102588703,       4.186686961
          0,           0,         227,      -2.995349904,      -2.052126574,      -2.731559926,      -2.297903769,      -1.021493052,       4.121912585
          0,           0,         228,      -2.919904502,      -1.887998869,      -2.502994565,      -2.188683792,      -1.105497265,       4.168052142
          0,           0,         229,      -2.966172845,      -1.936100218,      -2.465307234,      -2.123508287,      -1.041076994,       4.163415845
          0,           0,         230,      -3.065753971,       -2.05158506,      -2.442190272,       -2.23445602,      -1.053195114,       4.164473097
          0,           0,         231,      -3.139914892,      -2.079738329,      -2.563681492,      -2.279297723,      -1.025012089,        4.16834438
          0,           0,         232,      -2.998952343,       -1.93163693,      -2.727058956,      -2.174128672,      -1.030857605,       4.170408093
          0,           0,         233,       -2.98895288,       -1.95745546,      -2.496904754,       -2.15540478,      -1.016634359,       4.161271582
          0,           0,         234,      -3.071286104,      -2.115998247,      -2.733889393,      -2.324489679,      -1.044250847,       4.118552561
          0,           0,         235,      -3.073641545,      -2.177215658,      -2.835371946,      -2.394306029,      -1.071314036,       4.167824391
          0,           0,         236,      -3.015244785,      -2.205512005,      -2.880907513,      -2.412930291,      -1.019361463,       4.164471893
          0,           0,         237,      -2.942971535,      -1.944696573,      -2.311674066,      -2.184302898,      -1.013690113,        4.16663149
          0,           0,         238,      -2.906928752,      -1.969287887,      -2.333859834,      -2.119872089,      -1.016587661,       4.139981046
          0,           0,         239,      -2.964459479,       -2.40176702,      -2.505143028,      -2.684854007,      -1.034108578,       4.180077616
          0,           0,         240,      -2.933899717,      -2.210630673,      -2.698108553,      -2.496309757,     -0.9764617901,       4.172256083
          0,           0,         241,      -2.910433911,      -2.162399576,      -2.673346207,      -2.425160433,     -0.9834806765,       4.180069421
          0,           0,         242,      -2.919162641,      -1.948132105,      -2.552442573,      -2.192532049,     -0.9765173217,       4.167438211
          0,           0,         243,      -2.914417297,      -1.983331977,      -2.562894468,       -2.20357701,     -0.9762273646,       4.176263853
